,fullname,team,team_code,birthdate,country,height,weight,birthplace,one_day_race_pts,gc_pts,tt_pts,sprint_pts,climb_pts,pcs_ranking,uci_ranking,number_wins,pts_pcs_2023,rank_pcs_2023,pts_pcs_2022,rank_pcs_2022,pts_pcs_2021,rank_pcs_2021,pts_pcs_2020,rank_pcs_2020,pts_pcs_2019,rank_pcs_2019,rider_code,rider_url
310,chris  harper ,team jayco alula,team-jayco-alula-2023,1994-11-23,australia,1.85,67.0,melbourne,184,606,253,140,414,590,697,3,0,0,127,388,163,325,44,575,300,207,chris-harper,https://www.procyclingstats.com/rider/chris-harper
311,matteo  sobrero ,team jayco alula,team-jayco-alula-2023,1997-05-14,italy,1.77,63.0,alba,133,323,950,20,386,160,135,2,8,565,368,159,199,267,46,557,89,654,matteo-sobrero,https://www.procyclingstats.com/rider/matteo-sobrero
312,filippo  zana ,team jayco alula,team-jayco-alula-2023,1999-03-18,italy,1.85,65.0,thiene,161,453,1,13,426,224,197,3,14,449,335,183,290,185,34,676,52,895,filippo-zana,https://www.procyclingstats.com/rider/filippo-zana
313,elmar  reinders ,team jayco alula,team-jayco-alula-2023,1992-03-14,netherlands,1.91,78.0,emmen,410,116,111,616,76,554,400,0,6,618,80,559,79,528,21,866,32,1080,elmar-reinders,https://www.procyclingstats.com/rider/elmar-reinders
314,kevin  colleoni ,team jayco alula,team-jayco-alula-2023,1999-11-11,italy,1.8,66.0,ponte san pietro,93,212,12,5,210,399,480,0,0,0,201,281,55,654,40,615,34,1065,kevin-colleoni,https://www.procyclingstats.com/rider/kevin-colleoni
315,callum  scotson ,team jayco alula,team-jayco-alula-2023,1996-08-10,australia,1.84,77.0,campbelltown,17,173,50,38,104,534,1154,0,61,155,29,991,30,881,35,670,44,955,callum-scotson,https://www.procyclingstats.com/rider/callum-scotson
316,jan  maas ,team jayco alula,team-jayco-alula-2023,1996-02-19,netherlands,1.89,70.0,bergen op zoom,119,95,12,49,109,626,1282,0,11,477,61,647,81,517,34,679,23,1276,jan-maas,https://www.procyclingstats.com/rider/jan-maas
317,felix  engelhardt ,team jayco alula,team-jayco-alula-2023,2000-08-19,germany,1.8,68.0,ulm,133,12,0,4,58,419,344,0,17,385,105,446,24,988,2,1583,0,0,felix-engelhardt,https://www.procyclingstats.com/rider/felix-engelhardt
318,kelland  o'brien ,team jayco alula,team-jayco-alula-2023,1998-05-22,australia,1.92,79.0,melbourne,108,11,87,20,40,492,710,0,21,337,83,537,12,1322,0,0,14,1564,kelland-brien,https://www.procyclingstats.com/rider/kelland-brien
319,campbell  stewart ,team jayco alula,team-jayco-alula-2023,1998-05-12,new zealand,1.81,76.0,palmerston north,45,38,30,139,14,962,1960,0,5,706,33,921,68,587,5,1360,1,2514,campbell-stewart,https://www.procyclingstats.com/rider/campbell-stewart
320,alexandre  balmer ,team jayco alula,team-jayco-alula-2023,2000-05-04,switzerland,1.92,70.0,la chaux-de-fonds,97,11,7,12,35,564,611,0,5,719,79,560,26,948,1,1670,0,0,alexandre-balmer,https://www.procyclingstats.com/rider/alexandre-balmer
321,blake  quick ,team jayco alula,team-jayco-alula-2023,2000-02-26,australia,1.87,77.0,brisbane,4,5,41,213,58,1361,2967,0,6,617,8,1598,0,0,6,1302,75,745,blake-quick,https://www.procyclingstats.com/rider/blake-quick
322,rudy  porter ,team jayco alula,team-jayco-alula-2023,2000-12-15,australia,1.79,66.0,none,5,46,1,2,36,989,745,0,0,0,30,981,1,2135,21,864,0,0,rudy-porter,https://www.procyclingstats.com/rider/rudy-porter
323,jesús david  peña ,team jayco alula,team-jayco-alula-2023,2000-05-08,colombia,1.7,55.0,zipaquirá,5,4,0,1,27,1881,0,0,0,0,5,1816,2,1980,0,0,6,1963,jesus-david-pena-jimenez,https://www.procyclingstats.com/rider/jesus-david-pena-jimenez
324,welay hagos  berhe ,team jayco alula,team-jayco-alula-2023,2001-10-22,ethiopia,1.7,58.0,none,4,4,0,0,20,1627,1759,0,0,0,8,1617,0,0,0,0,0,0,welay-hagos-berhe,https://www.procyclingstats.com/rider/welay-hagos-berhe
325,john  degenkolb ,team dsm,team-dsm-2023,1989-01-07,germany,1.79,82.0,gera,6009,1161,292,6212,2562,298,381,48,5,681,193,293,401,128,395,85,613,87,john-degenkolb,https://www.procyclingstats.com/rider/john-degenkolb
326,romain  bardet ,team dsm,team-dsm-2023,1990-11-09,france,1.84,65.0,brioude,2831,5724,365,312,8044,37,46,10,63,153,977,32,842,43,328,109,810,59,romain-bardet,https://www.procyclingstats.com/rider/romain-bardet
327,patrick  bevin ,team dsm,team-dsm-2023,1991-02-15,new zealand,1.8,75.0,taupo,78,775,1559,693,1172,219,262,9,0,0,292,208,165,319,41,601,356,181,patrick-bevin,https://www.procyclingstats.com/rider/patrick-bevin
328,alberto  dainese ,team dsm,team-dsm-2023,1998-03-25,italy,1.76,70.0,abano terme,553,138,1,1110,292,121,222,3,32,256,434,136,418,123,145,234,203,318,alberto-dainese,https://www.procyclingstats.com/rider/alberto-dainese
329,andreas  leknessund ,team dsm,team-dsm-2023,1999-05-21,norway,1.85,72.0,tromsø,156,597,336,2,437,101,148,5,24,305,511,101,152,341,183,182,107,565,andreas-leknessund,https://www.procyclingstats.com/rider/andreas-leknessund
330,chris  hamilton ,team dsm,team-dsm-2023,1995-05-18,australia,1.78,70.0,bendigo,142,698,70,13,594,433,473,0,11,481,104,447,178,298,72,412,294,213,chris-hamilton,https://www.procyclingstats.com/rider/chris-hamilton
331,harm  vanhoucke ,team dsm,team-dsm-2023,1997-06-17,belgium,1.77,65.0,kortrijk,98,638,71,38,798,186,283,0,83,118,263,229,302,177,162,212,35,1053,harm-vanhoucke,https://www.procyclingstats.com/rider/harm-vanhoucke
332,romain  combaud ,team dsm,team-dsm-2023,1991-04-01,france,1.75,63.0,saint-doulchard,411,387,0,225,273,633,1975,0,10,520,76,569,68,579,49,530,155,407,romain-combaud,https://www.procyclingstats.com/rider/romain-combaud
333,martijn  tusveld ,team dsm,team-dsm-2023,1993-09-09,netherlands,1.87,70.0,utrecht,148,496,313,110,350,427,1231,0,15,415,121,401,68,583,64,447,164,384,martijn-tusveld,https://www.procyclingstats.com/rider/martijn-tusveld
334,alex  edmondson ,team dsm,team-dsm-2023,1993-12-22,australia,1.84,75.0,miri,172,152,427,233,178,616,793,1,6,643,64,631,46,723,50,515,113,530,alexander-edmondson,https://www.procyclingstats.com/rider/alexander-edmondson
335,nils  eekhoff ,team dsm,team-dsm-2023,1998-01-23,netherlands,1.91,75.0,rijsenhout,315,145,142,462,116,795,0,0,5,735,50,727,184,290,174,192,74,748,nils-eekhoff,https://www.procyclingstats.com/rider/nils-eekhoff
336,sam  welsford ,team dsm,team-dsm-2023,1996-01-19,australia,1.82,79.0,subiaco,231,40,6,483,10,146,232,4,213,22,193,292,0,0,7,1237,0,0,sam-welsford,https://www.procyclingstats.com/rider/sam-welsford
337,marius  mayrhofer ,team dsm,team-dsm-2023,2000-09-18,germany,1.82,70.0,tübingen,260,20,78,68,152,247,240,1,250,15,7,1619,39,781,2,1500,2,2342,marius-mayrhofer,https://www.procyclingstats.com/rider/marius-mayrhofer
338,kevin  vermaerke ,team dsm,team-dsm-2023,2000-10-16,united states,1.79,67.0,rancho santa margarita,88,155,10,10,245,383,585,0,95,104,83,542,30,894,24,826,32,1094,kevin-vermaerke,https://www.procyclingstats.com/rider/kevin-vermaerke
339,casper van uden ,team dsm,team-dsm-2023,2001-07-22,netherlands,1.81,,schiedam,163,24,5,216,26,364,287,0,6,621,145,354,71,560,5,1347,0,0,casper-van-uden,https://www.procyclingstats.com/rider/casper-van-uden
340,niklas  märkl ,team dsm,team-dsm-2023,1999-03-03,germany,1.85,70.0,queidersbach,118,34,45,148,12,839,2341,0,10,542,36,878,81,518,7,1224,28,1155,niklas-markl,https://www.procyclingstats.com/rider/niklas-markl
341,henri  vandenabeele ,team dsm,team-dsm-2023,2000-04-15,belgium,1.81,,deinze,5,141,1,4,219,730,1148,0,0,0,102,456,15,1206,46,551,0,0,henri-vandenabeele,https://www.procyclingstats.com/rider/henri-vandenabeele
342,oscar  onley ,team dsm,team-dsm-2023,2002-10-13,great britain,1.73,,kelso,5,114,8,5,113,336,425,0,39,220,126,391,0,0,0,0,0,0,oscar-onley,https://www.procyclingstats.com/rider/oscar-onley
343,marco  brenner ,team dsm,team-dsm-2023,2002-08-27,germany,1.78,59.0,augsburg,21,97,79,2,156,404,819,0,0,0,131,377,22,1026,0,0,0,0,marco-brenner,https://www.procyclingstats.com/rider/marco-brenner
344,jonas iversby  hvideberg ,team dsm,team-dsm-2023,1999-02-09,norway,1.85,,rolvsøy,105,28,2,6,41,1084,1858,0,0,0,31,949,57,634,38,636,7,1921,jonas-iversby-hvideberg,https://www.procyclingstats.com/rider/jonas-iversby-hvideberg
345,pavel  bittner ,team dsm,team-dsm-2023,2002-10-29,czech republic,1.86,73.0,olomouc,102,14,10,56,40,494,358,0,19,361,80,558,34,821,0,0,0,0,pavel-bittner,https://www.procyclingstats.com/rider/pavel-bittner
346,florian  stork ,team dsm,team-dsm-2023,1997-04-27,germany,1.84,65.0,bünde,37,83,7,13,82,1318,0,0,0,0,31,951,9,1455,32,703,44,956,florian-stork,https://www.procyclingstats.com/rider/florian-stork
347,matthew  dinham ,team dsm,team-dsm-2023,2000-04-09,australia,1.75,63.0,none,74,22,8,1,60,566,314,0,10,519,74,576,3,1873,0,0,10,1678,matthew-dinham,https://www.procyclingstats.com/rider/matthew-dinham
348,max  poole ,team dsm,team-dsm-2023,2003-03-01,great britain,1.85,,none,0,75,0,5,62,553,678,0,0,0,86,522,0,0,0,0,0,0,max-poole,https://www.procyclingstats.com/rider/max-poole
349,sean  flynn ,team dsm,team-dsm-2023,2000-03-02,great britain,1.77,67.0,edinburgh,49,27,12,56,40,726,558,0,11,486,45,781,29,908,0,0,0,0,sean-flynn,https://www.procyclingstats.com/rider/sean-flynn
350,leon  heinschke ,team dsm,team-dsm-2023,1999-11-08,germany,1.8,70.0,frankfurt an der oder,21,42,53,10,29,1325,0,0,0,0,15,1268,37,794,5,1339,16,1453,leon-heinschke,https://www.procyclingstats.com/rider/leon-heinschke
351,frederik  rodenberg ,team dsm,team-dsm-2023,1998-01-22,denmark,1.87,73.0,værløse,30,11,28,103,0,2236,3123,0,1,888,0,0,1,2067,5,1317,31,1100,frederik-rodenberg,https://www.procyclingstats.com/rider/frederik-rodenberg
352,tobias lund  andresen ,team dsm,team-dsm-2023,2002-08-20,denmark,1.81,69.0,taastrup,18,3,2,53,18,1159,1610,0,3,805,18,1214,14,1241,0,0,0,0,tobias-lund-andresen,https://www.procyclingstats.com/rider/tobias-lund-andresen
353,lorenzo  milesi ,team dsm,team-dsm-2023,2002-03-19,italy,1.8,70.0,san giovanni bianco,0,0,34,1,28,1258,973,0,0,0,17,1226,0,0,0,0,0,0,lorenzo-milesi,https://www.procyclingstats.com/rider/lorenzo-milesi
354,tim  naberman ,team dsm,team-dsm-2023,1999-05-11,netherlands,1.85,70.0,genemuiden,5,5,0,3,3,1516,0,0,10,500,0,0,0,0,0,0,0,0,tim-naberman,https://www.procyclingstats.com/rider/tim-naberman
355,bauke  mollema ,trek - segafredo,trek-segafredo-2023,1986-11-26,netherlands,1.83,64.0,groningen,4814,5810,1978,726,9508,68,72,18,69,143,650,66,1170,18,321,114,1328,18,bauke-mollema,https://www.procyclingstats.com/rider/bauke-mollema
356,tony  gallopin ,trek - segafredo,trek-segafredo-2023,1988-05-24,france,1.8,69.0,dourdan,2995,2344,1074,1265,3830,329,384,12,21,338,170,312,82,509,13,1056,369,172,tony-gallopin,https://www.procyclingstats.com/rider/tony-gallopin
357,jasper  stuyven ,trek - segafredo,trek-segafredo-2023,1992-04-17,belgium,1.86,78.0,leuven,3960,918,118,2028,2558,114,105,9,29,267,502,104,1096,23,634,47,928,43,jasper-stuyven,https://www.procyclingstats.com/rider/jasper-stuyven
358,mads  pedersen ,trek - segafredo,trek-segafredo-2023,1995-12-18,denmark,1.79,70.0,tølløse,2006,863,1195,1893,1129,7,20,28,50,183,1500,6,645,65,775,28,529,110,mads-pedersen,https://www.procyclingstats.com/rider/mads-pedersen
359,edward  theuns ,trek - segafredo,trek-segafredo-2023,1991-04-30,belgium,1.83,72.0,gent,2209,577,113,2672,573,100,106,9,51,178,470,115,254,216,97,328,436,139,edward-theuns,https://www.procyclingstats.com/rider/edward-theuns
360,dario  cataldo ,trek - segafredo,trek-segafredo-2023,1985-03-17,italy,1.75,64.0,lanciano,650,1640,1159,657,2144,709,0,5,5,720,65,622,64,605,83,368,252,257,dario-cataldo,https://www.procyclingstats.com/rider/dario-cataldo
361,giulio  ciccone ,trek - segafredo,trek-segafredo-2023,1994-12-20,italy,1.76,58.0,chieti,959,914,80,74,2498,87,94,8,156,52,484,109,357,146,334,107,658,81,giulio-ciccone,https://www.procyclingstats.com/rider/giulio-ciccone
362,toms  skujiņš ,trek - segafredo,trek-segafredo-2023,1991-06-15,latvia,1.78,70.0,sigulda,1574,757,253,695,1182,162,98,11,26,282,392,150,337,156,137,247,420,145,toms-skujins,https://www.procyclingstats.com/rider/toms-skujins
363,jon  aberasturi ,trek - segafredo,trek-segafredo-2023,1989-03-28,spain,1.73,69.0,vitoria-gasteiz,626,199,157,2353,526,446,494,15,18,362,91,502,361,144,196,172,272,234,jon-aberasturi,https://www.procyclingstats.com/rider/jon-aberasturi
364,kenny  elissonde ,trek - segafredo,trek-segafredo-2023,1991-07-22,france,1.69,52.0,longjumeau,270,1126,27,38,1562,356,525,2,4,755,155,339,193,273,212,157,100,598,kenny-elissonde,https://www.procyclingstats.com/rider/kenny-elissonde
365,mattias  skjelmose  ,trek - segafredo,trek-segafredo-2023,2000-09-26,denmark,1.79,65.0,copenhagen,260,978,351,70,794,31,38,4,253,14,890,42,341,154,0,0,7,1865,mattias-skjelmose-jensen,https://www.procyclingstats.com/rider/mattias-skjelmose-jensen
366,antwan  tolhoek ,trek - segafredo,trek-segafredo-2023,1994-04-29,netherlands,1.78,61.0,yerseke,389,717,6,14,766,765,1730,1,0,902,74,577,162,327,111,300,324,195,antwan-tolhoek,https://www.procyclingstats.com/rider/antwan-tolhoek
367,emīls  liepiņš ,trek - segafredo,trek-segafredo-2023,1992-10-29,latvia,1.75,67.0,dobele,559,251,185,1384,120,358,295,3,42,207,132,373,70,572,85,363,262,247,emils-liepins,https://www.procyclingstats.com/rider/emils-liepins
368,markus  hoelgaard ,trek - segafredo,trek-segafredo-2023,1994-10-04,norway,1.87,74.0,stavanger,289,693,21,199,589,1016,1259,2,0,0,28,1006,423,121,228,149,161,393,markus-hoelgaard,https://www.procyclingstats.com/rider/markus-hoelgaard
369,amanuel  ghebreigzabhier ,trek - segafredo,trek-segafredo-2023,1994-08-17,eritrea,1.87,68.0,addis abeba,305,520,170,288,529,1410,1237,3,10,489,52,712,97,469,70,420,202,319,amanuel-ghebreigzabhier,https://www.procyclingstats.com/rider/amanuel-ghebreigzabhier
370,natnael  tesfatsion ,trek - segafredo,trek-segafredo-2023,1999-05-23,eritrea,1.75,60.0,asmara,281,478,5,192,638,130,116,5,112,93,455,127,121,397,234,146,28,1163,natnael-tesfatsion,https://www.procyclingstats.com/rider/natnael-tesfatsion
371,alex  kirsch ,trek - segafredo,trek-segafredo-2023,1992-06-12,luxembourg,1.94,78.0,luxembourg,419,312,543,430,310,605,1000,0,5,703,93,486,54,661,80,383,88,664,alex-kirsch,https://www.procyclingstats.com/rider/alex-kirsch
372,jacopo  mosca ,trek - segafredo,trek-segafredo-2023,1993-08-29,italy,1.73,65.0,savigliano,208,473,69,192,516,822,2510,3,0,0,42,814,87,492,233,148,68,784,jacopo-mosca,https://www.procyclingstats.com/rider/jacopo-mosca
373,julien  bernard ,trek - segafredo,trek-segafredo-2023,1992-03-17,france,1.76,60.0,nevers,108,624,41,25,392,600,1440,1,8,561,103,450,148,348,45,560,92,643,julien-bernard,https://www.procyclingstats.com/rider/julien-bernard
374,quinn  simmons ,trek - segafredo,trek-segafredo-2023,2001-05-08,united states,1.82,72.0,durango,306,356,2,87,526,261,289,3,150,58,161,326,291,184,193,174,0,0,quinn-simmons,https://www.procyclingstats.com/rider/quinn-simmons
375,juan pedro  lópez ,trek - segafredo,trek-segafredo-2023,1997-07-31,spain,1.7,60.0,lebrija,39,474,17,6,399,223,184,0,0,0,290,210,167,314,40,606,82,702,juan-pedro-lopez,https://www.procyclingstats.com/rider/juan-pedro-lopez
376,antonio  tiberi ,trek - segafredo,trek-segafredo-2023,2001-06-24,italy,1.82,62.0,frosinone,80,308,155,2,329,182,198,1,230,18,129,381,74,545,16,959,0,0,antonio-tiberi,https://www.procyclingstats.com/rider/antonio-tiberi
377,filippo  baroncini ,trek - segafredo,trek-segafredo-2023,2000-08-26,italy,1.88,74.0,massa lombarda,164,87,84,34,122,507,511,0,5,680,91,504,177,303,2,1548,4,2149,filippo-baroncini,https://www.procyclingstats.com/rider/filippo-baroncini
378,otto  vergaerde ,trek - segafredo,trek-segafredo-2023,1994-07-15,belgium,1.8,74.0,melle,184,77,12,74,47,610,1996,0,0,0,76,567,20,1047,40,605,122,497,otto-vergaerde,https://www.procyclingstats.com/rider/otto-vergaerde
379,mathias  vacek ,trek - segafredo,trek-segafredo-2023,2002-06-12,czech republic,1.88,74.0,beroun,161,26,49,64,38,324,190,1,23,320,209,272,10,1414,0,0,0,0,mathias-vacek,https://www.procyclingstats.com/rider/mathias-vacek
380,daan  hoole ,trek - segafredo,trek-segafredo-2023,1999-02-22,netherlands,1.98,82.0,zuidland,108,47,256,34,40,593,513,0,6,631,88,515,77,536,19,899,4,2142,daan-hoole,https://www.procyclingstats.com/rider/daan-hoole
381,thibau  nys ,trek - segafredo,trek-segafredo-2023,2002-11-12,belgium,1.76,64.0,bonheiden,107,25,0,90,28,559,518,0,0,0,84,529,61,618,0,0,0,0,thibau-nys,https://www.procyclingstats.com/rider/thibau-nys
382,asbjørn  hellemose ,trek - segafredo,trek-segafredo-2023,1999-01-15,denmark,1.92,65.0,galten,13,25,0,1,44,1093,1560,0,15,409,9,1566,12,1280,6,1278,0,0,asbjorn-hellemose,https://www.procyclingstats.com/rider/asbjorn-hellemose
383,marc  brustenga ,trek - segafredo,trek-segafredo-2023,1999-09-04,spain,1.9,78.0,santa eulàlia de ronçana,5,15,14,22,12,1268,3208,0,10,490,12,1407,0,0,0,0,0,0,marc-brustenga-masague,https://www.procyclingstats.com/rider/marc-brustenga-masague
384,greg van avermaet ,ag2r citroën team,ag2r-citroen-team-2023,1985-05-17,belgium,1.81,74.0,lokeren,11486,3718,575,4931,7673,115,109,41,17,388,574,80,583,79,553,57,1829,8,greg-van-avermaet,https://www.procyclingstats.com/rider/greg-van-avermaet
385,oliver  naesen ,ag2r citroën team,ag2r-citroen-team-2023,1990-09-16,belgium,1.84,74.0,oostende,3893,1291,49,1248,1966,190,164,5,16,403,429,138,284,194,389,87,1332,17,oliver-naesen,https://www.procyclingstats.com/rider/oliver-naesen
386,benoît  cosnefroy ,ag2r citroën team,ag2r-citroen-team-2023,1995-10-17,france,1.79,65.0,cherbourg-en-cotentin,2711,560,107,306,1339,38,24,13,42,209,1001,29,690,59,624,50,662,80,benoit-cosnefroy,https://www.procyclingstats.com/rider/benoit-cosnefroy
387,ben  o'connor ,ag2r citroën team,ag2r-citroen-team-2023,1995-11-25,australia,1.88,67.0,subiaco,185,1922,256,16,1928,36,32,7,135,71,878,44,863,37,234,145,173,363,ben-o-connor,https://www.procyclingstats.com/rider/ben-o-connor
388,marc  sarreau ,ag2r citroën team,ag2r-citroen-team-2023,1993-06-10,france,1.82,76.0,vierzon,1556,191,130,2182,158,192,153,16,0,0,341,177,255,213,82,370,712,73,marc-sarreau,https://www.procyclingstats.com/rider/marc-sarreau
389,andrea  vendrame ,ag2r citroën team,ag2r-citroen-team-2023,1994-07-20,italy,1.68,60.0,conegliano,1384,371,102,382,1738,136,150,4,155,53,315,190,332,158,435,70,639,84,andrea-vendrame,https://www.procyclingstats.com/rider/andrea-vendrame
390,mikaël  cherel ,ag2r citroën team,ag2r-citroen-team-2023,1986-03-17,france,1.86,65.0,saint-hilaire-du-harcouët,644,1273,1,466,990,490,1525,0,1,876,98,470,20,1039,108,303,88,665,mikael-cherel,https://www.procyclingstats.com/rider/mikael-cherel
391,michael  schär ,ag2r citroën team,ag2r-citroen-team-2023,1986-09-29,switzerland,1.98,78.0,geuensee,787,961,154,390,310,670,838,2,15,436,55,687,101,455,62,456,120,504,michael-schar,https://www.procyclingstats.com/rider/michael-schar
392,clément  venturini ,ag2r citroën team,ag2r-citroen-team-2023,1993-10-16,france,1.65,60.0,villeurbanne,898,415,61,1207,979,233,228,4,7,600,271,223,143,352,310,119,302,206,clement-venturini,https://www.procyclingstats.com/rider/clement-venturini
393,aurélien  paret-peintre ,ag2r citroën team,ag2r-citroen-team-2023,1996-02-27,france,1.84,64.0,annemasse,540,925,103,56,904,250,285,2,111,94,219,264,674,61,264,133,201,320,aurelien-paret-peintre,https://www.procyclingstats.com/rider/aurelien-paret-peintre
394,dorian  godon ,ag2r citroën team,ag2r-citroen-team-2023,1996-05-25,france,1.9,73.0,vitry-sur-seine,898,277,161,110,869,258,275,6,43,204,217,267,580,80,172,196,192,338,dorian-godon,https://www.procyclingstats.com/rider/dorian-godon
395,franck  bonnamour ,ag2r citroën team,ag2r-citroen-team-2023,1995-06-20,france,1.8,70.0,lannion,577,390,25,97,796,289,321,1,5,699,204,278,532,89,47,543,115,525,franck-bonnamour,https://www.procyclingstats.com/rider/franck-bonnamour
396,geoffrey  bouchard ,ag2r citroën team,ag2r-citroen-team-2023,1992-04-01,france,1.78,63.0,dijon,131,671,13,2,771,218,250,1,144,63,245,247,444,116,87,353,154,409,geoffrey-bouchard,https://www.procyclingstats.com/rider/geoffrey-bouchard
