,fullname,team,birthdate,country,height,weight,birthplace,one_day_race_pts,gc_pts,tt_pts,sprint_pts,climb_pts,pcs_ranking,uci_ranking,number_wins,pts_pcs_2023,rank_pcs_2023,pts_pcs_2022,rank_pcs_2022,pts_pcs_2021,rank_pcs_2021,pts_pcs_2020,rank_pcs_2020,pts_pcs_2019,rank_pcs_2019,rider_code,rider_url
355,Bauke  Mollema ,Trek - Segafredo,26/11/1986,Netherlands,1.83,64,Groningen,4814,5810,1978,726,9508,68,72,18,69,143,650,66,1170,18,321,114,1328,18,bauke-mollema,https://www.procyclingstats.com/rider/bauke-mollema
356,Tony  Gallopin ,Trek - Segafredo,24/05/1988,France,1.8,69,Dourdan,2995,2344,1074,1265,3830,329,384,12,21,338,170,312,82,509,13,1056,369,172,tony-gallopin,https://www.procyclingstats.com/rider/tony-gallopin
357,Jasper  Stuyven ,Trek - Segafredo,17/04/1992,Belgium,1.86,78,Leuven,3960,918,118,2028,2558,114,105,9,29,267,502,104,1096,23,634,47,928,43,jasper-stuyven,https://www.procyclingstats.com/rider/jasper-stuyven
358,Mads  Pedersen ,Trek - Segafredo,18/12/1995,Denmark,1.79,70,Tølløse,2006,863,1195,1893,1129,7,20,28,50,183,1500,6,645,65,775,28,529,110,mads-pedersen,https://www.procyclingstats.com/rider/mads-pedersen
359,Edward  Theuns ,Trek - Segafredo,30/04/1991,Belgium,1.83,72,Gent,2209,577,113,2672,573,100,106,9,51,178,470,115,254,216,97,328,436,139,edward-theuns,https://www.procyclingstats.com/rider/edward-theuns
360,Dario  Cataldo ,Trek - Segafredo,17/03/1985,Italy,1.75,64,Lanciano,650,1640,1159,657,2144,709,0,5,5,720,65,622,64,605,83,368,252,257,dario-cataldo,https://www.procyclingstats.com/rider/dario-cataldo
361,Giulio  Ciccone ,Trek - Segafredo,20/12/1994,Italy,1.76,58,Chieti,959,914,80,74,2498,87,94,8,156,52,484,109,357,146,334,107,658,81,giulio-ciccone,https://www.procyclingstats.com/rider/giulio-ciccone
362,Toms  Skujiņš ,Trek - Segafredo,15/06/1991,Latvia,1.78,70,Sigulda,1574,757,253,695,1182,162,98,11,26,282,392,150,337,156,137,247,420,145,toms-skujins,https://www.procyclingstats.com/rider/toms-skujins
363,Jon  Aberasturi ,Trek - Segafredo,28/03/1989,Spain,1.73,69,Vitoria-Gasteiz,626,199,157,2353,526,446,494,15,18,362,91,502,361,144,196,172,272,234,jon-aberasturi,https://www.procyclingstats.com/rider/jon-aberasturi
364,Kenny  Elissonde ,Trek - Segafredo,22/07/1991,France,1.69,52,Longjumeau,270,1126,27,38,1562,356,525,2,4,755,155,339,193,273,212,157,100,598,kenny-elissonde,https://www.procyclingstats.com/rider/kenny-elissonde
365,Mattias  Skjelmose  ,Trek - Segafredo,26/09/2000,Denmark,1.79,65,Copenhagen,260,978,351,70,794,31,38,4,253,14,890,42,341,154,0,0,7,1865,mattias-skjelmose-jensen,https://www.procyclingstats.com/rider/mattias-skjelmose-jensen
366,Antwan  Tolhoek ,Trek - Segafredo,29/04/1994,Netherlands,1.78,61,Yerseke,389,717,6,14,766,765,1730,1,0,902,74,577,162,327,111,300,324,195,antwan-tolhoek,https://www.procyclingstats.com/rider/antwan-tolhoek
367,Emīls  Liepiņš ,Trek - Segafredo,29/10/1992,Latvia,1.75,67,Dobele,559,251,185,1384,120,358,295,3,42,207,132,373,70,572,85,363,262,247,emils-liepins,https://www.procyclingstats.com/rider/emils-liepins
368,Markus  Hoelgaard ,Trek - Segafredo,04/10/1994,Norway,1.87,74,Stavanger,289,693,21,199,589,1016,1259,2,0,0,28,1006,423,121,228,149,161,393,markus-hoelgaard,https://www.procyclingstats.com/rider/markus-hoelgaard
369,Amanuel  Ghebreigzabhier ,Trek - Segafredo,17/08/1994,Eritrea,1.87,68,Addis Abeba,305,520,170,288,529,1410,1237,3,10,489,52,712,97,469,70,420,202,319,amanuel-ghebreigzabhier,https://www.procyclingstats.com/rider/amanuel-ghebreigzabhier
370,Natnael  Tesfatsion ,Trek - Segafredo,23/05/1999,Eritrea,1.75,60,Asmara,281,478,5,192,638,130,116,5,112,93,455,127,121,397,234,146,28,1163,natnael-tesfatsion,https://www.procyclingstats.com/rider/natnael-tesfatsion
371,Alex  Kirsch ,Trek - Segafredo,12/06/1992,Luxembourg,1.94,78,Luxembourg,419,312,543,430,310,605,1000,0,5,703,93,486,54,661,80,383,88,664,alex-kirsch,https://www.procyclingstats.com/rider/alex-kirsch
372,Jacopo  Mosca ,Trek - Segafredo,29/08/1993,Italy,1.73,65,Savigliano,208,473,69,192,516,822,2510,3,0,0,42,814,87,492,233,148,68,784,jacopo-mosca,https://www.procyclingstats.com/rider/jacopo-mosca
373,Julien  Bernard ,Trek - Segafredo,17/03/1992,France,1.76,60,Nevers,108,624,41,25,392,600,1440,1,8,561,103,450,148,348,45,560,92,643,julien-bernard,https://www.procyclingstats.com/rider/julien-bernard
374,Quinn  Simmons ,Trek - Segafredo,08/05/2001,United States,1.82,72,Durango,306,356,2,87,526,261,289,3,150,58,161,326,291,184,193,174,0,0,quinn-simmons,https://www.procyclingstats.com/rider/quinn-simmons
375,Juan Pedro  López ,Trek - Segafredo,31/07/1997,Spain,1.7,60,Lebrija,39,474,17,6,399,223,184,0,0,0,290,210,167,314,40,606,82,702,juan-pedro-lopez,https://www.procyclingstats.com/rider/juan-pedro-lopez
376,Antonio  Tiberi ,Trek - Segafredo,24/06/2001,Italy,1.82,62,Frosinone,80,308,155,2,329,182,198,1,230,18,129,381,74,545,16,959,0,0,antonio-tiberi,https://www.procyclingstats.com/rider/antonio-tiberi
377,Filippo  Baroncini ,Trek - Segafredo,26/08/2000,Italy,1.88,74,Massa Lombarda,164,87,84,34,122,507,511,0,5,680,91,504,177,303,2,1548,4,2149,filippo-baroncini,https://www.procyclingstats.com/rider/filippo-baroncini
378,Otto  Vergaerde ,Trek - Segafredo,15/07/1994,Belgium,1.8,74,Melle,184,77,12,74,47,610,1996,0,0,0,76,567,20,1047,40,605,122,497,otto-vergaerde,https://www.procyclingstats.com/rider/otto-vergaerde
379,Mathias  Vacek ,Trek - Segafredo,12/06/2002,Czech Republic,1.88,74,Beroun,161,26,49,64,38,324,190,1,23,320,209,272,10,1414,0,0,0,0,mathias-vacek,https://www.procyclingstats.com/rider/mathias-vacek
380,Daan  Hoole ,Trek - Segafredo,22/02/1999,Netherlands,1.98,82,Zuidland,108,47,256,34,40,593,513,0,6,631,88,515,77,536,19,899,4,2142,daan-hoole,https://www.procyclingstats.com/rider/daan-hoole
381,Thibau  Nys ,Trek - Segafredo,12/11/2002,Belgium,1.76,64,Bonheiden,107,25,0,90,28,559,518,0,0,0,84,529,61,618,0,0,0,0,thibau-nys,https://www.procyclingstats.com/rider/thibau-nys
382,Asbjørn  Hellemose ,Trek - Segafredo,15/01/1999,Denmark,1.92,65,Galten,13,25,0,1,44,1093,1560,0,15,409,9,1566,12,1280,6,1278,0,0,asbjorn-hellemose,https://www.procyclingstats.com/rider/asbjorn-hellemose
383,Marc  Brustenga ,Trek - Segafredo,04/09/1999,Spain,1.9,78,Santa Eulàlia de Ronçana,5,15,14,22,12,1268,3208,0,10,490,12,1407,0,0,0,0,0,0,marc-brustenga-masague,https://www.procyclingstats.com/rider/marc-brustenga-masague
384,Greg Van Avermaet ,AG2R Citroën Team,17/05/1985,Belgium,1.81,74,Lokeren,11486,3718,575,4931,7673,115,109,41,17,388,574,80,583,79,553,57,1829,8,greg-van-avermaet,https://www.procyclingstats.com/rider/greg-van-avermaet
385,Oliver  Naesen ,AG2R Citroën Team,16/09/1990,Belgium,1.84,74,Oostende,3893,1291,49,1248,1966,190,164,5,16,403,429,138,284,194,389,87,1332,17,oliver-naesen,https://www.procyclingstats.com/rider/oliver-naesen
386,Benoît  Cosnefroy ,AG2R Citroën Team,17/10/1995,France,1.79,65,Cherbourg-en-Cotentin,2711,560,107,306,1339,38,24,13,42,209,1001,29,690,59,624,50,662,80,benoit-cosnefroy,https://www.procyclingstats.com/rider/benoit-cosnefroy
387,Ben  O'Connor ,AG2R Citroën Team,25/11/1995,Australia,1.88,67,Subiaco,185,1922,256,16,1928,36,32,7,135,71,878,44,863,37,234,145,173,363,ben-o-connor,https://www.procyclingstats.com/rider/ben-o-connor
388,Marc  Sarreau ,AG2R Citroën Team,10/06/1993,France,1.82,76,Vierzon,1556,191,130,2182,158,192,153,16,0,0,341,177,255,213,82,370,712,73,marc-sarreau,https://www.procyclingstats.com/rider/marc-sarreau
389,Andrea  Vendrame ,AG2R Citroën Team,20/07/1994,Italy,1.68,60,Conegliano,1384,371,102,382,1738,136,150,4,155,53,315,190,332,158,435,70,639,84,andrea-vendrame,https://www.procyclingstats.com/rider/andrea-vendrame
390,Mikaël  Cherel ,AG2R Citroën Team,17/03/1986,France,1.86,65,Saint-Hilaire-du-Harcouët,644,1273,1,466,990,490,1525,0,1,876,98,470,20,1039,108,303,88,665,mikael-cherel,https://www.procyclingstats.com/rider/mikael-cherel
391,Michael  Schär ,AG2R Citroën Team,29/09/1986,Switzerland,1.98,78,Geuensee,787,961,154,390,310,670,838,2,15,436,55,687,101,455,62,456,120,504,michael-schar,https://www.procyclingstats.com/rider/michael-schar
392,Clément  Venturini ,AG2R Citroën Team,16/10/1993,France,1.65,60,Villeurbanne,898,415,61,1207,979,233,228,4,7,600,271,223,143,352,310,119,302,206,clement-venturini,https://www.procyclingstats.com/rider/clement-venturini
393,Aurélien  Paret-Peintre ,AG2R Citroën Team,27/02/1996,France,1.84,64,Annemasse,540,925,103,56,904,250,285,2,111,94,219,264,674,61,264,133,201,320,aurelien-paret-peintre,https://www.procyclingstats.com/rider/aurelien-paret-peintre
394,Dorian  Godon ,AG2R Citroën Team,25/05/1996,France,1.9,73,Vitry-sur-Seine,898,277,161,110,869,258,275,6,43,204,217,267,580,80,172,196,192,338,dorian-godon,https://www.procyclingstats.com/rider/dorian-godon
395,Franck  Bonnamour ,AG2R Citroën Team,20/06/1995,France,1.8,70,Lannion,577,390,25,97,796,289,321,1,5,699,204,278,532,89,47,543,115,525,franck-bonnamour,https://www.procyclingstats.com/rider/franck-bonnamour
396,Geoffrey  Bouchard ,AG2R Citroën Team,01/04/1992,France,1.78,63,Dijon,131,671,13,2,771,218,250,1,144,63,245,247,444,116,87,353,154,409,geoffrey-bouchard,https://www.procyclingstats.com/rider/geoffrey-bouchard
397,Larry  Warbasse ,AG2R Citroën Team,28/06/1990,United States,1.83,67,Traverse City,233,720,317,20,633,1073,2131,2,5,708,28,999,71,566,167,206,142,437,lawrence-warbasse,https://www.procyclingstats.com/rider/lawrence-warbasse
398,Nans  Peters ,AG2R Citroën Team,12/03/1994,France,1.77,71,Grenoble,480,319,69,62,619,276,799,3,143,65,75,574,28,921,215,155,368,173,nans-peters,https://www.procyclingstats.com/rider/nans-peters
399,Stan  Dewulf ,AG2R Citroën Team,20/12/1997,Belgium,1.76,74,Stavele,588,311,65,347,351,346,355,1,5,733,208,274,386,134,141,243,106,571,stan-dewulf,https://www.procyclingstats.com/rider/stan-dewulf
400,Damien  Touzé ,AG2R Citroën Team,07/07/1996,France,1.74,69,Iville,608,196,17,308,248,451,552,0,20,353,135,369,118,407,66,441,165,383,damien-touze,https://www.procyclingstats.com/rider/damien-touze
401,Lawrence  Naesen ,AG2R Citroën Team,28/08/1992,Belgium,1.9,72,Berlare,555,84,0,420,222,809,2006,0,9,552,49,732,138,358,107,304,237,271,lawrence-naesen,https://www.procyclingstats.com/rider/lawrence-naesen
402,Felix  Gall ,AG2R Citroën Team,27/02/1998,Austria,1.78,66,Nußdorf-Debant,108,270,15,2,382,228,272,0,64,151,261,232,34,826,8,1201,32,1092,felix-gall,https://www.procyclingstats.com/rider/felix-gall
403,Jaakko  Hänninen ,AG2R Citroën Team,16/04/1997,Finland,1.77,60,Ruokolahti,158,138,0,20,86,545,614,0,6,641,83,541,44,733,66,442,37,1030,jaakko-hanninen,https://www.procyclingstats.com/rider/jaakko-hanninen
404,Clément  Berthet ,AG2R Citroën Team,02/08/1997,France,1.84,68,Pierre Bénite,127,150,14,1,228,318,399,0,36,236,156,335,97,468,0,0,0,0,clement-berthet,https://www.procyclingstats.com/rider/clement-berthet
405,Nicolas  Prodhomme ,AG2R Citroën Team,01/02/1997,France,1.74,62,L'Aigle,20,145,8,12,170,721,1765,0,0,0,54,695,73,548,2,1526,45,948,nicolas-prodhomme,https://www.procyclingstats.com/rider/nicolas-prodhomme
406,Paul  Lapeira ,AG2R Citroën Team,25/05/2000,France,1.76,64,Fougères,97,11,21,51,45,634,612,0,13,460,94,485,31,863,0,0,5,2072,paul-lapeira,https://www.procyclingstats.com/rider/paul-lapeira
407,Alex  Baudin ,AG2R Citroën Team,25/05/2001,France,1.83,66,Albertville,32,50,29,4,60,493,452,0,26,285,73,588,0,0,0,0,0,0,alex-baudin,https://www.procyclingstats.com/rider/alex-baudin
408,Valentin  Retailleau ,AG2R Citroën Team,18/06/2000,France,1.81,64,Limoges,11,28,0,30,56,776,684,0,0,0,47,752,24,973,0,0,0,0,valentin-retailleau,https://www.procyclingstats.com/rider/valentin-retailleau
409,Bastien  Tronchon ,AG2R Citroën Team,29/03/2002,France,1.85,72,Chambéry,3,26,7,8,63,732,1243,1,0,0,53,705,8,1486,0,0,0,0,bastien-tronchon,https://www.procyclingstats.com/rider/bastien-tronchon
410,Valentin  Paret-Peintre ,AG2R Citroën Team,14/01/2001,France,1.76,52,Annemasse,11,39,0,1,57,900,1454,0,31,259,5,1795,9,1454,12,1085,0,0,valentin-paret-peintre,https://www.procyclingstats.com/rider/valentin-paret-peintre
411,Antoine  Raugel ,AG2R Citroën Team,14/02/1999,France,1.85,70,Strasbourg,32,25,3,21,22,783,1790,0,0,0,46,765,11,1331,0,0,0,0,antoine-raugel,https://www.procyclingstats.com/rider/antoine-raugel
412,Pierre  Gautherat ,AG2R Citroën Team,16/01/2003,France,1.77,70,Colmar,45,0,0,21,8,801,790,0,20,357,25,1049,0,0,0,0,0,0,pierre-gautherat,https://www.procyclingstats.com/rider/pierre-gautherat
413,Diego  Ulissi ,UAE Team Emirates,15/07/1989,Italy,1.75,63,Cecina,4751,4658,983,899,6676,46,53,45,237,16,758,53,890,34,1181,5,1246,24,diego-ulissi,https://www.procyclingstats.com/rider/diego-ulissi
414,Tadej  Pogačar ,UAE Team Emirates,21/09/1998,Slovenia,1.76,66,Klanec,2811,4564,1611,226,5752,1,1,51,315,7,3413,1,3305,1,2063,2,1515,13,tadej-pogacar,https://www.procyclingstats.com/rider/tadej-pogacar
415,Rafał  Majka ,UAE Team Emirates,12/09/1989,Poland,1.73,62,Zegartowice,1132,4937,866,100,6924,230,279,14,33,248,352,171,342,152,726,34,970,36,rafal-majka,https://www.procyclingstats.com/rider/rafal-majka
416,Adam  Yates ,UAE Team Emirates,07/08/1992,Great Britain,1.73,58,Bury,1902,4945,792,130,6118,23,27,19,228,19,1132,23,1500,9,690,38,1306,20,adam-yates,https://www.procyclingstats.com/rider/adam-yates
417,Tim  Wellens ,UAE Team Emirates,10/05/1991,Belgium,1.82,71,Sint-Truiden,3384,3448,970,284,3756,134,113,35,192,32,568,82,648,63,461,67,1206,25,tim-wellens,https://www.procyclingstats.com/rider/tim-wellens
418,Matteo  Trentin ,UAE Team Emirates,02/08/1989,Italy,1.79,74,Borgo Valsugana,4527,597,272,2882,3372,81,63,29,41,212,770,51,923,29,414,80,1605,12,matteo-trentin,https://www.procyclingstats.com/rider/matteo-trentin
419,Pascal  Ackermann ,UAE Team Emirates,17/01/1994,Germany,1.8,78,Kandel,3068,283,66,3372,1141,126,196,38,10,531,486,107,785,48,964,14,1912,7,pascal-ackermann,https://www.procyclingstats.com/rider/pascal-ackermann
420,George  Bennett ,UAE Team Emirates,07/04/1990,New Zealand,1.8,58,Nelson,722,3167,246,68,3172,152,159,3,102,100,306,199,319,167,748,31,536,107,george-bennett,https://www.procyclingstats.com/rider/george-bennett
421,Davide  Formolo ,UAE Team Emirates,25/10/1992,Italy,1.81,62,Negrar,1204,2253,166,129,3177,155,189,4,131,75,255,239,361,145,340,104,724,70,davide-formolo,https://www.procyclingstats.com/rider/davide-formolo
422,João  Almeida ,UAE Team Emirates,05/08/1998,Portugal,1.78,63,Caldas da Rainha,396,2284,1282,107,2515,40,45,9,94,106,971,33,1714,5,875,20,119,509,joao-almeida,https://www.procyclingstats.com/rider/joao-almeida
423,Marc  Soler ,UAE Team Emirates,22/11/1993,Spain,1.86,68,Vilanova i la Geltrú,256,1890,655,30,2596,109,229,6,40,213,471,113,286,189,534,61,367,175,marc-soler,https://www.procyclingstats.com/rider/marc-soler
424,Marc  Hirschi ,UAE Team Emirates,24/08/1998,Switzerland,1.74,61,Bern,1884,674,209,62,1854,55,47,7,145,62,631,69,567,81,891,19,532,109,marc-hirschi,https://www.procyclingstats.com/rider/marc-hirschi
425,Felix  Großschartner ,UAE Team Emirates,23/12/1993,Austria,1.84,64,Wels,194,2019,788,200,1852,209,180,6,44,199,260,234,342,153,437,69,913,46,felix-grossschartner,https://www.procyclingstats.com/rider/felix-grossschartner
426,Jan  Polanc ,UAE Team Emirates,06/05/1992,Slovenia,1.72,62,Kranj,782,1526,404,266,1693,271,193,4,0,0,358,165,204,256,140,246,556,102,jan-polanc,https://www.procyclingstats.com/rider/jan-polanc
427,Brandon  McNulty ,UAE Team Emirates,02/04/1998,United States,1.83,69,Phoenix,529,1166,934,54,1400,105,213,5,130,76,789,50,399,129,413,81,218,292,brandon-mcnulty,https://www.procyclingstats.com/rider/brandon-mcnulty
428,Ryan  Gibbons ,UAE Team Emirates,13/08/1994,South Africa,1.81,70,Johannesburg,672,454,327,690,838,658,912,8,7,581,140,361,369,141,101,323,465,133,ryan-gibbons,https://www.procyclingstats.com/rider/ryan-gibbons
429,Álvaro José  Hodeg ,UAE Team Emirates,16/09/1996,Colombia,1.86,76,Montería,660,45,46,1653,119,0,0,15,0,0,0,0,286,188,176,188,484,130,alvaro-jose-hodeg,https://www.procyclingstats.com/rider/alvaro-jose-hodeg
430,Juan Sebastián  Molano ,UAE Team Emirates,04/11/1994,Colombia,1.8,72,Paipa,401,229,0,1440,403,183,366,20,109,96,358,164,260,207,123,280,107,564,juan-sebastian-molano,https://www.procyclingstats.com/rider/juan-sebastian-molano
431,Vegard Stake  Laengen ,UAE Team Emirates,07/02/1989,Norway,1.95,79,Fredrikstad,528,688,382,216,392,699,1588,1,5,650,60,649,135,367,45,561,67,792,vegard-stake-laengen,https://www.procyclingstats.com/rider/vegard-stake-laengen
432,Alessandro  Covi ,UAE Team Emirates,28/09/1998,Italy,1.8,66,Borgomanero,703,162,5,27,865,242,212,3,106,98,388,152,513,98,128,264,15,1484,alessandro-covi,https://www.procyclingstats.com/rider/alessandro-covi
433,Juan  Ayuso ,UAE Team Emirates,16/09/2002,Spain,1.83,65,Barcelona,387,539,162,62,775,53,30,1,0,0,959,35,177,300,0,0,0,0,juan-ayuso-pesquera,https://www.procyclingstats.com/rider/juan-ayuso-pesquera
434,Jay  Vine ,UAE Team Emirates,16/11/1995,Australia,1.84,69,Townsville,37,642,110,9,738,50,44,4,352,6,489,106,192,278,36,651,36,1034,jay-vine,https://www.procyclingstats.com/rider/jay-vine
435,Mikkel  Bjerg ,UAE Team Emirates,03/11/1998,Denmark,1.91,78,Copenhagen,123,229,1399,98,170,445,593,0,5,649,116,417,172,306,128,266,216,295,mikkel-bjerg,https://www.procyclingstats.com/rider/mikkel-bjerg
436,Rui  Oliveira ,UAE Team Emirates,05/09/1996,Portugal,1.84,69,Vila Nova de Gaia,337,105,10,248,321,326,339,0,73,133,112,423,193,275,46,555,65,800,rui-oliveira,https://www.procyclingstats.com/rider/rui-oliveira
437,Domen  Novak ,UAE Team Emirates,12/07/1995,Slovenia,1.81,70,Dolenja vas,41,376,26,35,294,312,323,1,0,0,185,301,10,1384,31,712,69,782,domen-novak,https://www.procyclingstats.com/rider/domen-novak
438,Sjoerd  Bax ,UAE Team Emirates,06/01/1996,Netherlands,1.85,78,Gorinchem,103,245,80,69,234,240,266,2,15,412,252,241,85,504,3,1471,48,925,sjoerd-bax,https://www.procyclingstats.com/rider/sjoerd-bax
439,Michael  Vink ,UAE Team Emirates,22/11/1991,New Zealand,1.9,73,Christchurch,59,158,306,79,66,1481,0,2,10,534,7,1712,7,1522,3,1489,103,579,michael-vink,https://www.procyclingstats.com/rider/michael-vink
440,Finn  Fisher-Black ,UAE Team Emirates,21/12/2001,New Zealand,1.89,73,Benenden,25,154,85,17,127,692,900,0,18,374,40,851,151,345,16,958,0,0,finn-fisher-black,https://www.procyclingstats.com/rider/finn-fisher-black
441,Ivo  Oliveira ,UAE Team Emirates,05/09/1996,Portugal,1.85,68,Vila Nova de Gaia,35,75,180,48,100,641,1128,1,3,800,61,644,8,1483,69,431,15,1494,ivo-emanuel-alves,https://www.procyclingstats.com/rider/ivo-emanuel-alves
442,Felix  Groß ,UAE Team Emirates,04/09/1998,Germany,1.84,71,Feuchtwangen,50,11,54,105,23,829,1222,0,0,0,47,751,0,0,36,645,0,0,felix-gros,https://www.procyclingstats.com/rider/felix-gros
443,Mathieu van der Poel ,Alpecin-Deceuninck,19/01/1995,Netherlands,1.84,75,Kapellen,4076,804,834,1202,2146,16,14,40,22,330,1234,17,1488,10,1136,8,1337,16,mathieu-van-der-poel,https://www.procyclingstats.com/rider/mathieu-van-der-poel
444,Jasper  Philipsen ,Alpecin-Deceuninck,02/03/1998,Belgium,1.76,75,Ham,2216,314,152,3204,1153,10,25,23,5,688,1490,7,1564,7,636,46,772,66,jasper-philipsen,https://www.procyclingstats.com/rider/jasper-philipsen
445,Søren Kragh Andersen ,Alpecin-Deceuninck,10/08/1994,Denmark,1.78,73,Strib,938,1106,1744,632,973,159,110,8,29,268,356,168,206,255,786,27,296,209,soren-kragh-andersen,https://www.procyclingstats.com/rider/soren-kragh-andersen
446,Kristian  Sbaragli ,Alpecin-Deceuninck,08/05/1990,Italy,1.75,74,Empoli,1749,448,0,1512,1367,536,613,1,0,0,95,481,254,217,85,361,368,174,kristian-sbaragli,https://www.procyclingstats.com/rider/kristian-sbaragli
447,Jakub  Mareczko ,Alpecin-Deceuninck,30/04/1994,Italy,1.69,67,Jarosław,361,371,20,4144,100,232,280,47,0,0,307,198,124,391,144,236,230,278,jakub-mareczko,https://www.procyclingstats.com/rider/jakub-mareczko
448,Silvan  Dillier ,Alpecin-Deceuninck,03/08/1990,Switzerland,1.83,75,Aarau,1157,867,526,636,628,588,1041,8,0,0,76,571,116,412,87,355,107,562,silvan-dillier,https://www.procyclingstats.com/rider/silvan-dillier
449,Xandro  Meurisse ,Alpecin-Deceuninck,31/01/1992,Belgium,1.81,71,Kortrijk,847,1226,90,442,1326,243,207,5,0,0,290,211,252,218,224,151,363,177,xandro-meurisse,https://www.procyclingstats.com/rider/xandro-meurisse
450,Dries De Bondt ,Alpecin-Deceuninck,04/07/1991,Belgium,1.85,73,Bornem,1326,251,1,1045,285,158,97,6,15,440,469,116,204,258,125,274,492,126,dries-de-bondt,https://www.procyclingstats.com/rider/dries-de-bondt
451,Ramon  Sinkeldam ,Alpecin-Deceuninck,09/02/1989,Netherlands,1.93,77,Zaandam,859,552,72,1340,53,543,713,7,5,717,88,516,40,774,10,1121,55,876,ramon-sinkeldam,https://www.procyclingstats.com/rider/ramon-sinkeldam
452,Gianni  Vermeersch ,Alpecin-Deceuninck,19/11/1992,Belgium,1.73,65,Roeselare,1194,207,2,698,566,199,225,3,18,370,308,196,524,93,323,112,126,479,gianni-vermeersch,https://www.procyclingstats.com/rider/gianni-vermeersch
453,Quinten  Hermans ,Alpecin-Deceuninck,29/07/1995,Belgium,1.74,62,Antwerp,494,522,89,118,814,69,59,2,4,763,669,61,204,257,0,0,148,425,quinten-hermans,https://www.procyclingstats.com/rider/quinten-hermans
454,Oscar  Riesebeek ,Alpecin-Deceuninck,23/12/1992,Netherlands,1.91,78,Ede,573,426,108,350,275,277,292,1,15,428,198,284,213,245,59,468,187,343,oscar-riesebeek,https://www.procyclingstats.com/rider/oscar-riesebeek
